old_sku;new_sku;vendor;name;kind;product;plan;term;unit;variant
ME-KEY-MANAGER-PLUS-25-KEYS;ZOHO-LIC-KEYMGR-TEAM-1Y-PACK-25KEY;Zoho;ManageEngine Key Manager Plus, 25 сертификатов и ключей;LIC;KEYMGR;TEAM;1Y;PACK;25KEY
ME-KEY-MANAGER-PLUS-25-KEYS-PERP;ZOHO-LIC-KEYMGR-TEAM-PERP-PACK-25KEY;Zoho;ManageEngine Key Manager Plus, 25 сертификатов и ключей, вечная лицензия;LIC;KEYMGR;TEAM;PERP;PACK;25KEY
ME-M365-MANAGER-PLUS-PROFESSIONAL-100-USERS-MAILBOXES-WITH-1-HELP-DESK-TECHNIC;ZOHO-LIC-M365MGRPRO-TEAM-1Y-PACK-100USR1TECH;Zoho;ManageEngine M365 Manager Plus Professional, 100 пользователей и один специалист поддержки;LIC;M365MGRPRO;TEAM;1Y;PACK;100USR1TECH
ME-M365-MANAGER-PLUS-PROFESSIONAL-100-USERS-MAILBOXES-WITH-1-HELP-DESK-TECHNIC-PERP;ZOHO-LIC-M365MGRPRO-TEAM-PERP-PACK-100USR1TECH;Zoho;ManageEngine M365 Manager Plus Professional, 100 пользователей и один специалист поддержки, вечная лицензия;LIC;M365MGRPRO;TEAM;PERP;PACK;100USR1TECH
ME-M365-MANAGER-PLUS-STANDARD-100-USERS-MAILBOXES-WITH-1-HELP-DESK-TECHNIC;ZOHO-LIC-M365MGRSTD-TEAM-1Y-PACK-100USR1TECH;Zoho;ManageEngine M365 Manager Plus Standard, 100 пользователей и один специалист поддержки;LIC;M365MGRSTD;TEAM;1Y;PACK;100USR1TECH
ME-M365-MANAGER-PLUS-STANDARD-100-USERS-MAILBOXES-WITH-1-HELP-DESK-TECHNIC-PERP;ZOHO-LIC-M365MGRSTD-TEAM-PERP-PACK-100USR1TECH;Zoho;ManageEngine M365 Manager Plus Standard, 100 пользователей и один специалист поддержки, вечная лицензия;LIC;M365MGRSTD;TEAM;PERP;PACK;100USR1TECH
ME-M365-SECURITY-PLUS-STANDARD-100-USERS-MAILBOXES-WITH-1-HELP-DESK-TECHNIC;ZOHO-LIC-M365SECSTD-TEAM-1Y-PACK-100USR1TECH;Zoho;ManageEngine M365 Security Plus Standard, 100 пользователей и один специалист поддержки;LIC;M365SECSTD;TEAM;1Y;PACK;100USR1TECH
ME-M365-SECURITY-PLUS-STANDARD-100-USERS-MAILBOXES-WITH-1-HELP-DESK-TECHNIC-PERP;ZOHO-LIC-M365SECSTD-TEAM-PERP-PACK-100USR1TECH;Zoho;ManageEngine M365 Security Plus Standard, 100 пользователей и один специалист поддержки, вечная лицензия;LIC;M365SECSTD;TEAM;PERP;PACK;100USR1TECH
ME-MALWARE-PROTECTION-PLUS-ENTERPRISE-10-SERVERS;ZOHO-LIC-MALWAREPROT-TEAM-1Y-PACK-10SRV;Zoho;ManageEngine Malware Protection Plus Enterprise, 10 серверов;LIC;MALWAREPROT;TEAM;1Y;PACK;10SRV
ME-MALWARE-PROTECTION-PLUS-ENTERPRISE-10-SERVERS-PERP;ZOHO-LIC-MALWAREPROT-TEAM-PERP-PACK-10SRV;Zoho;ManageEngine Malware Protection Plus Enterprise, 10 серверов, вечная лицензия;LIC;MALWAREPROT;TEAM;PERP;PACK;10SRV
ME-MOBILE-DEVICE-MANAGER-PLUS-MSP-PROFESSIONAL-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES;ZOHO-LIC-MDMMSPPRO-TEAM-1Y-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus MSP Professional, 50 мобильных устройств и один специалист;LIC;MDMMSPPRO;TEAM;1Y;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-MSP-PROFESSIONAL-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES-PERP;ZOHO-LIC-MDMMSPPRO-TEAM-PERP-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus MSP Professional, 50 мобильных устройств и один специалист, вечная лицензия;LIC;MDMMSPPRO;TEAM;PERP;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-MSP-STANDARD-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES;ZOHO-LIC-MDMMSPSTD-TEAM-1Y-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus MSP Standard, 50 мобильных устройств и один специалист;LIC;MDMMSPSTD;TEAM;1Y;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-MSP-STANDARD-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES-PERP;ZOHO-LIC-MDMMSPSTD-TEAM-PERP-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus MSP Standard, 50 мобильных устройств и один специалист, вечная лицензия;LIC;MDMMSPSTD;TEAM;PERP;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-PROFESSIONAL-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES;ZOHO-LIC-MDMPRO-TEAM-1Y-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus Professional, 50 мобильных устройств и одно рабочее место администратора;LIC;MDMPRO;TEAM;1Y;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-PROFESSIONAL-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES-PERP;ZOHO-LIC-MDMPRO-TEAM-PERP-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus Professional, 50 мобильных устройств и одно рабочее место администратора, вечная лицензия;LIC;MDMPRO;TEAM;PERP;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-STANDARD-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES;ZOHO-LIC-MDMSTD-TEAM-1Y-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus Standard, 50 мобильных устройств и одно рабочее место администратора;LIC;MDMSTD;TEAM;1Y;PACK;50MDEV1USR
ME-MOBILE-DEVICE-MANAGER-PLUS-STANDARD-SINGLE-USER-LICENSE-WITH-50-MOBILE-DEVICES-PERP;ZOHO-LIC-MDMSTD-TEAM-PERP-PACK-50MDEV1USR;Zoho;ManageEngine Mobile Device Manager Plus Standard, 50 мобильных устройств и одно рабочее место администратора, вечная лицензия;LIC;MDMSTD;TEAM;PERP;PACK;50MDEV1USR
ME-NETFLOW-ANALYZER-ENTERPRISE-10-INTERFACES-PACK-WITH-2-USERS;ZOHO-LIC-NETFLOWENT-TEAM-1Y-PACK-10IF2USR;Zoho;ManageEngine NetFlow Analyzer Enterprise, 10 интерфейсов и 2 пользователя;LIC;NETFLOWENT;TEAM;1Y;PACK;10IF2USR
ME-NETFLOW-ANALYZER-ENTERPRISE-10-INTERFACES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-NETFLOWENT-TEAM-PERP-PACK-10IF2USR;Zoho;ManageEngine NetFlow Analyzer Enterprise, 10 интерфейсов и 2 пользователя, вечная лицензия;LIC;NETFLOWENT;TEAM;PERP;PACK;10IF2USR
ME-NETFLOW-ANALYZER-PROFESSIONAL-10-INTERFACES-PACK-WITH-2-USERS;ZOHO-LIC-NETFLOWPRO-TEAM-1Y-PACK-10IF2USR;Zoho;ManageEngine NetFlow Analyzer Professional, 10 интерфейсов и 2 пользователя;LIC;NETFLOWPRO;TEAM;1Y;PACK;10IF2USR
ME-NETFLOW-ANALYZER-PROFESSIONAL-10-INTERFACES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-NETFLOWPRO-TEAM-PERP-PACK-10IF2USR;Zoho;ManageEngine NetFlow Analyzer Professional, 10 интерфейсов и 2 пользователя, вечная лицензия;LIC;NETFLOWPRO;TEAM;PERP;PACK;10IF2USR
ME-NETFLOW-ANALYZER-STANDARD-500-INTERFACES-PACK-WITH-2-USERS;ZOHO-LIC-NETFLOWSTD-TEAM-1Y-PACK-500IF2USR;Zoho;ManageEngine NetFlow Analyzer Standard, 10 интерфейсов и 2 пользователя;LIC;NETFLOWSTD;TEAM;1Y;PACK;500IF2USR
ME-NETFLOW-ANALYZER-STANDARD-500-INTERFACES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-NETFLOWSTD-TEAM-PERP-PACK-500IF2USR;Zoho;ManageEngine NetFlow Analyzer Standard, 10 интерфейсов и 2 пользователя, вечная лицензия;LIC;NETFLOWSTD;TEAM;PERP;PACK;500IF2USR
ME-NETWORK-CONFIGURATION-MANAGER-ENTERPRISE-250-DEVICES-PACK-WITH-2-USERS;ZOHO-LIC-NCMENT-TEAM-1Y-PACK-250DEV2USR;Zoho;ManageEngine Network Configuration Manager Enterprise, 10 устройств и 2 пользователя;LIC;NCMENT;TEAM;1Y;PACK;250DEV2USR
ME-NETWORK-CONFIGURATION-MANAGER-ENTERPRISE-250-DEVICES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-NCMENT-TEAM-PERP-PACK-250DEV2USR;Zoho;ManageEngine Network Configuration Manager Enterprise, 10 устройств и 2 пользователя, вечная лицензия;LIC;NCMENT;TEAM;PERP;PACK;250DEV2USR
ME-NETWORK-CONFIGURATION-MANAGER-PROFESSIONAL-10-DEVICES-PACK-WITH-2-USERS;ZOHO-LIC-NCMPRO-TEAM-1Y-PACK-10DEV2USR;Zoho;ManageEngine Network Configuration Manager Professional, 10 устройств и 2 пользователя;LIC;NCMPRO;TEAM;1Y;PACK;10DEV2USR
ME-NETWORK-CONFIGURATION-MANAGER-PROFESSIONAL-10-DEVICES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-NCMPRO-TEAM-PERP-PACK-10DEV2USR;Zoho;ManageEngine Network Configuration Manager Professional, 10 устройств и 2 пользователя, вечная лицензия;LIC;NCMPRO;TEAM;PERP;PACK;10DEV2USR
ME-OS-DEPLOYER-ENTERPRISE-10-SERVERS;ZOHO-LIC-OSDEPLOYENT-TEAM-1Y-PACK-10SRV;Zoho;ManageEngine OS Deployer Enterprise, 10 серверов;LIC;OSDEPLOYENT;TEAM;1Y;PACK;10SRV
ME-OS-DEPLOYER-ENTERPRISE-10-SERVERS-PERP;ZOHO-LIC-OSDEPLOYENT-TEAM-PERP-PACK-10SRV;Zoho;ManageEngine OS Deployer Enterprise, 10 серверов, вечная лицензия;LIC;OSDEPLOYENT;TEAM;PERP;PACK;10SRV
ME-OS-DEPLOYER-PROFESSIONAL-10-SERVERS;ZOHO-LIC-OSDEPLOYPRO-TEAM-1Y-PACK-10SRV;Zoho;ManageEngine OS Deployer Professional, 10 серверов;LIC;OSDEPLOYPRO;TEAM;1Y;PACK;10SRV
ME-OS-DEPLOYER-PROFESSIONAL-10-SERVERS-PERP;ZOHO-LIC-OSDEPLOYPRO-TEAM-PERP-PACK-10SRV;Zoho;ManageEngine OS Deployer Professional, 10 серверов, вечная лицензия;LIC;OSDEPLOYPRO;TEAM;PERP;PACK;10SRV
ME-OPMANAGER-MSP-50-DEVICES-PACK-WITH-2-USERS;ZOHO-LIC-OPMGRMSP-TEAM-1Y-PACK-50DEV2USR;Zoho;ManageEngine OpManager MSP, 50 устройств и 2 пользователя;LIC;OPMGRMSP;TEAM;1Y;PACK;50DEV2USR
ME-OPMANAGER-MSP-50-DEVICES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-OPMGRMSP-TEAM-PERP-PACK-50DEV2USR;Zoho;ManageEngine OpManager MSP, 50 устройств и 2 пользователя, вечная лицензия;LIC;OPMGRMSP;TEAM;PERP;PACK;50DEV2USR
ME-OPMANAGER-NEXUS-FLOW-INTERFACES-10-FLOW-INTERFACES;ZOHO-ADD-OPMGRNXFLOW-TEAM-1Y-PACK-10FLOW;Zoho;ManageEngine OpManager Nexus, 10 интерфейсов сбора трафика;ADD;OPMGRNXFLOW;TEAM;1Y;PACK;10FLOW
ME-OPMANAGER-NEXUS-FLOW-INTERFACES-10-FLOW-INTERFACES-PERP;ZOHO-ADD-OPMGRNXFLOW-TEAM-PERP-PACK-10FLOW;Zoho;ManageEngine OpManager Nexus, 10 интерфейсов сбора трафика, вечная лицензия;ADD;OPMGRNXFLOW;TEAM;PERP;PACK;10FLOW
ME-OPMANAGER-NEXUS-50-DEVICES-PACK-WITH-2-USERS-AND-1-FIREWALL;ZOHO-LIC-OPMGRNEXUS-TEAM-1Y-PACK-50DEV2USR1FW;Zoho;ManageEngine OpManager Nexus, 50 устройств, 2 пользователя и 1 межсетевой экран;LIC;OPMGRNEXUS;TEAM;1Y;PACK;50DEV2USR1FW
ME-OPMANAGER-NEXUS-50-DEVICES-PACK-WITH-2-USERS-AND-1-FIREWALL-PERP;ZOHO-LIC-OPMGRNEXUS-TEAM-PERP-PACK-50DEV2USR1FW;Zoho;ManageEngine OpManager Nexus, 50 устройств, 2 пользователя и 1 межсетевой экран, вечная лицензия;LIC;OPMGRNEXUS;TEAM;PERP;PACK;50DEV2USR1FW
ME-OPMANAGER-PROFESSIONAL-10-DEVICES-PACK-WITH-2-USERS;ZOHO-LIC-OPMGRPRO-TEAM-1Y-PACK-10DEV2USR;Zoho;ManageEngine OpManager Professional, 10 устройств и 2 пользователя;LIC;OPMGRPRO;TEAM;1Y;PACK;10DEV2USR
ME-OPMANAGER-PROFESSIONAL-10-DEVICES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-OPMGRPRO-TEAM-PERP-PACK-10DEV2USR;Zoho;ManageEngine OpManager Professional, 10 устройств и 2 пользователя, вечная лицензия;LIC;OPMGRPRO;TEAM;PERP;PACK;10DEV2USR
ME-OPMANAGER-STANDARD-10-DEVICES-PACK-WITH-2-USERS;ZOHO-LIC-OPMGRSTD-TEAM-1Y-PACK-10DEV2USR;Zoho;ManageEngine OpManager Standard, 10 устройств и 2 пользователя;LIC;OPMGRSTD;TEAM;1Y;PACK;10DEV2USR
ME-OPMANAGER-STANDARD-10-DEVICES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-OPMGRSTD-TEAM-PERP-PACK-10DEV2USR;Zoho;ManageEngine OpManager Standard, 10 устройств и 2 пользователя, вечная лицензия;LIC;OPMGRSTD;TEAM;PERP;PACK;10DEV2USR
ME-OPMANAGER-APM-PLUGIN-10-MONITORS-APM-PLUGIN;ZOHO-ADD-OPMGRAPM-TEAM-1Y-PACK-10MON;Zoho;ManageEngine OpManager, 10 наблюдаемых объектов дополнения APM;ADD;OPMGRAPM;TEAM;1Y;PACK;10MON
ME-OPMANAGER-APM-PLUGIN-10-MONITORS-APM-PLUGIN-PERP;ZOHO-ADD-OPMGRAPM-TEAM-PERP-PACK-10MON;Zoho;ManageEngine OpManager, 10 наблюдаемых объектов дополнения APM, вечная лицензия;ADD;OPMGRAPM;TEAM;PERP;PACK;10MON
ME-OPUTILS-PROFESSIONAL-EVERY-ADDITIONAL-250-USED-PORTS-IN-SWITCH-PO;ZOHO-ADD-OPUTILSPRO-TEAM-1Y-PACK-250PORT;Zoho;ManageEngine OpUtils Professional, базовый пакет вендора;ADD;OPUTILSPRO;TEAM;1Y;PACK;250PORT
ME-OPUTILS-PROFESSIONAL-EVERY-ADDITIONAL-250-USED-PORTS-IN-SWITCH-PO-PERP;ZOHO-ADD-OPUTILSPRO-TEAM-PERP-PACK-250PORT;Zoho;ManageEngine OpUtils Professional, базовый пакет вендора, вечная лицензия;ADD;OPUTILSPRO;TEAM;PERP;PACK;250PORT
ME-OPUTILS-MANAGEMENT-EVERY-ADDITIONAL-250-USED-PORTS-IN-SWITCH-PO;ZOHO-ADD-OPUTILSMGMT-TEAM-1Y-PACK-250PORT;Zoho;ManageEngine OpUtils, базовый пакет вендора;ADD;OPUTILSMGMT;TEAM;1Y;PACK;250PORT
ME-OPUTILS-MANAGEMENT-EVERY-ADDITIONAL-250-USED-PORTS-IN-SWITCH-PO-PERP;ZOHO-ADD-OPUTILSMGMT-TEAM-PERP-PACK-250PORT;Zoho;ManageEngine OpUtils, базовый пакет вендора, вечная лицензия;ADD;OPUTILSMGMT;TEAM;PERP;PACK;250PORT
ME-PAM360-ENTERPRISE-10-ADMINISTRATORS-AND-25-KEYS;ZOHO-LIC-PAM360ENT-TEAM-1Y-PACK-10ADM25KEY;Zoho;ManageEngine PAM360 Enterprise, 10 администраторов;LIC;PAM360ENT;TEAM;1Y;PACK;10ADM25KEY
ME-PAM360-ENTERPRISE-10-ADMINISTRATORS-AND-25-KEYS-PERP;ZOHO-LIC-PAM360ENT-TEAM-PERP-PACK-10ADM25KEY;Zoho;ManageEngine PAM360 Enterprise, 10 администраторов, вечная лицензия;LIC;PAM360ENT;TEAM;PERP;PACK;10ADM25KEY
ME-PAM360-ENTERPRISE-MULTI-LANGUAGE-10-ADMINISTRATORS-AND-25-KEYS;ZOHO-LIC-PAM360ENT-TEAM-1Y-PACK-10ADM25KEYML;Zoho;ManageEngine PAM360 Enterprise, многоязычная версия, 10 администраторов;LIC;PAM360ENT;TEAM;1Y;PACK;10ADM25KEYML
ME-PAM360-ENTERPRISE-MULTI-LANGUAGE-10-ADMINISTRATORS-AND-25-KEYS-PERP;ZOHO-LIC-PAM360ENT-TEAM-PERP-PACK-10ADM25KEYML;Zoho;ManageEngine PAM360 Enterprise, многоязычная версия, 10 администраторов, вечная лицензия;LIC;PAM360ENT;TEAM;PERP;PACK;10ADM25KEYML
ME-PAM360-MSP-ENTERPRISE-10-ADMINISTRATORS-AND-25-KEYS;ZOHO-LIC-PAM360MSPENT-TEAM-1Y-PACK-10ADM25KEY;Zoho;ManageEngine PAM360 MSP Enterprise, 10 администраторов;LIC;PAM360MSPENT;TEAM;1Y;PACK;10ADM25KEY
ME-PAM360-MSP-ENTERPRISE-10-ADMINISTRATORS-AND-25-KEYS-PERP;ZOHO-LIC-PAM360MSPENT-TEAM-PERP-PACK-10ADM25KEY;Zoho;ManageEngine PAM360 MSP Enterprise, 10 администраторов, вечная лицензия;LIC;PAM360MSPENT;TEAM;PERP;PACK;10ADM25KEY
ME-PAM360-MSP-ENTERPRISE-MULTI-LANGUAGE-10-ADMINISTRATORS-AND-25-KEYS;ZOHO-LIC-PAM360MSPENT-TEAM-1Y-PACK-10ADM25KEYML;Zoho;ManageEngine PAM360 MSP Enterprise, многоязычная версия, 10 администраторов;LIC;PAM360MSPENT;TEAM;1Y;PACK;10ADM25KEYML
ME-PAM360-MSP-ENTERPRISE-MULTI-LANGUAGE-10-ADMINISTRATORS-AND-25-KEYS-PERP;ZOHO-LIC-PAM360MSPENT-TEAM-PERP-PACK-10ADM25KEYML;Zoho;ManageEngine PAM360 MSP Enterprise, многоязычная версия, 10 администраторов, вечная лицензия;LIC;PAM360MSPENT;TEAM;PERP;PACK;10ADM25KEYML
ME-PASSWORD-MANAGER-PRO-ENTERPRISE-10-ADMINISTRATORS-AND-10-KEYS;ZOHO-LIC-PMPENT-TEAM-1Y-PACK-10ADM10KEY;Zoho;ManageEngine Password Manager Pro Enterprise, 10 администраторов;LIC;PMPENT;TEAM;1Y;PACK;10ADM10KEY
ME-PASSWORD-MANAGER-PRO-ENTERPRISE-10-ADMINISTRATORS-AND-10-KEYS-PERP;ZOHO-LIC-PMPENT-TEAM-PERP-PACK-10ADM10KEY;Zoho;ManageEngine Password Manager Pro Enterprise, 10 администраторов, вечная лицензия;LIC;PMPENT;TEAM;PERP;PACK;10ADM10KEY
ME-PASSWORD-MANAGER-PRO-MSP-ENTERPRISE-10-ADMINISTRATORS-AND-10-KEYS;ZOHO-LIC-PMPMSPENT-TEAM-1Y-PACK-10ADM10KEY;Zoho;ManageEngine Password Manager Pro MSP Enterprise, 10 администраторов;LIC;PMPMSPENT;TEAM;1Y;PACK;10ADM10KEY
ME-PASSWORD-MANAGER-PRO-MSP-ENTERPRISE-10-ADMINISTRATORS-AND-10-KEYS-PERP;ZOHO-LIC-PMPMSPENT-TEAM-PERP-PACK-10ADM10KEY;Zoho;ManageEngine Password Manager Pro MSP Enterprise, 10 администраторов, вечная лицензия;LIC;PMPMSPENT;TEAM;PERP;PACK;10ADM10KEY
ME-PASSWORD-MANAGER-PRO-MSP-PREMIUM-5-ADMINISTRATORS;ZOHO-LIC-PMPMSPPREM-TEAM-1Y-PACK-5ADM;Zoho;ManageEngine Password Manager Pro MSP Premium, 5 администраторов;LIC;PMPMSPPREM;TEAM;1Y;PACK;5ADM
ME-PASSWORD-MANAGER-PRO-MSP-PREMIUM-5-ADMINISTRATORS-PERP;ZOHO-LIC-PMPMSPPREM-TEAM-PERP-PACK-5ADM;Zoho;ManageEngine Password Manager Pro MSP Premium, 5 администраторов, вечная лицензия;LIC;PMPMSPPREM;TEAM;PERP;PACK;5ADM
ME-PASSWORD-MANAGER-PRO-MSP-STANDARD-5-ADMINISTRATORS;ZOHO-LIC-PMPMSPSTD-TEAM-1Y-PACK-5ADM;Zoho;ManageEngine Password Manager Pro MSP Standard, 5 администраторов;LIC;PMPMSPSTD;TEAM;1Y;PACK;5ADM
ME-PASSWORD-MANAGER-PRO-MSP-STANDARD-5-ADMINISTRATORS-PERP;ZOHO-LIC-PMPMSPSTD-TEAM-PERP-PACK-5ADM;Zoho;ManageEngine Password Manager Pro MSP Standard, 5 администраторов, вечная лицензия;LIC;PMPMSPSTD;TEAM;PERP;PACK;5ADM
ME-PASSWORD-MANAGER-PRO-PREMIUM-5-ADMINISTRATORS;ZOHO-LIC-PMPPREM-TEAM-1Y-PACK-5ADM;Zoho;ManageEngine Password Manager Pro Premium, 5 администраторов;LIC;PMPPREM;TEAM;1Y;PACK;5ADM
ME-PASSWORD-MANAGER-PRO-PREMIUM-5-ADMINISTRATORS-PERP;ZOHO-LIC-PMPPREM-TEAM-PERP-PACK-5ADM;Zoho;ManageEngine Password Manager Pro Premium, 5 администраторов, вечная лицензия;LIC;PMPPREM;TEAM;PERP;PACK;5ADM
ME-PASSWORD-MANAGER-PRO-STANDARD-2-ADMINISTRATORS;ZOHO-LIC-PMPSTD-TEAM-1Y-PACK-2ADM;Zoho;ManageEngine Password Manager Pro Standard, 2 администратора;LIC;PMPSTD;TEAM;1Y;PACK;2ADM
ME-PASSWORD-MANAGER-PRO-STANDARD-2-ADMINISTRATORS-PERP;ZOHO-LIC-PMPSTD-TEAM-PERP-PACK-2ADM;Zoho;ManageEngine Password Manager Pro Standard, 2 администратора, вечная лицензия;LIC;PMPSTD;TEAM;PERP;PACK;2ADM
ME-PATCH-CONNECT-PLUS-ENTERPRISE-250-COMPUTERS;ZOHO-LIC-PATCHCONNENT-TEAM-1Y-PACK-250PC;Zoho;ManageEngine Patch Connect Plus Enterprise, 250 компьютеров;LIC;PATCHCONNENT;TEAM;1Y;PACK;250PC
ME-PATCH-CONNECT-PLUS-ENTERPRISE-250-COMPUTERS-PERP;ZOHO-LIC-PATCHCONNENT-TEAM-PERP-PACK-250PC;Zoho;ManageEngine Patch Connect Plus Enterprise, 250 компьютеров, вечная лицензия;LIC;PATCHCONNENT;TEAM;PERP;PACK;250PC
ME-PATCH-CONNECT-PLUS-PROFESSIONAL-250-COMPUTERS;ZOHO-LIC-PATCHCONNPRO-TEAM-1Y-PACK-250PC;Zoho;ManageEngine Patch Connect Plus Professional, 250 компьютеров;LIC;PATCHCONNPRO;TEAM;1Y;PACK;250PC
ME-PATCH-CONNECT-PLUS-PROFESSIONAL-250-COMPUTERS-PERP;ZOHO-LIC-PATCHCONNPRO-TEAM-PERP-PACK-250PC;Zoho;ManageEngine Patch Connect Plus Professional, 250 компьютеров, вечная лицензия;LIC;PATCHCONNPRO;TEAM;PERP;PACK;250PC
ME-PATCH-CONNECT-PLUS-STANDARD-250-COMPUTERS;ZOHO-LIC-PATCHCONNSTD-TEAM-1Y-PACK-250PC;Zoho;ManageEngine Patch Connect Plus Standard, 250 компьютеров;LIC;PATCHCONNSTD;TEAM;1Y;PACK;250PC
ME-PATCH-CONNECT-PLUS-STANDARD-250-COMPUTERS-PERP;ZOHO-LIC-PATCHCONNSTD-TEAM-PERP-PACK-250PC;Zoho;ManageEngine Patch Connect Plus Standard, 250 компьютеров, вечная лицензия;LIC;PATCHCONNSTD;TEAM;PERP;PACK;250PC
ME-PATCH-MANAGER-PLUS-ENTERPRISE-10-SERVERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-PATCHMGRENT-TEAM-1Y-PACK-10SRV1USR;Zoho;ManageEngine Patch Manager Plus Enterprise, 10 серверов и одно рабочее место администратора;LIC;PATCHMGRENT;TEAM;1Y;PACK;10SRV1USR
ME-PATCH-MANAGER-PLUS-ENTERPRISE-10-SERVERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-PATCHMGRENT-TEAM-PERP-PACK-10SRV1USR;Zoho;ManageEngine Patch Manager Plus Enterprise, 10 серверов и одно рабочее место администратора, вечная лицензия;LIC;PATCHMGRENT;TEAM;PERP;PACK;10SRV1USR
ME-PATCH-MANAGER-PLUS-PROFESSIONAL-10-SERVERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-PATCHMGRPRO-TEAM-1Y-PACK-10SRV1USR;Zoho;ManageEngine Patch Manager Plus Professional, 10 серверов и одно рабочее место администратора;LIC;PATCHMGRPRO;TEAM;1Y;PACK;10SRV1USR
ME-PATCH-MANAGER-PLUS-PROFESSIONAL-10-SERVERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-PATCHMGRPRO-TEAM-PERP-PACK-10SRV1USR;Zoho;ManageEngine Patch Manager Plus Professional, 10 серверов и одно рабочее место администратора, вечная лицензия;LIC;PATCHMGRPRO;TEAM;PERP;PACK;10SRV1USR
ME-RMM-CENTRAL-ENTERPRISE-50-DEVICES-WITH-1-USER;ZOHO-LIC-RMMCTRLENT-TEAM-1Y-PACK-50DEV1USR;Zoho;ManageEngine RMM Central Enterprise, 50 устройств и один специалист;LIC;RMMCTRLENT;TEAM;1Y;PACK;50DEV1USR
ME-RMM-CENTRAL-ENTERPRISE-50-DEVICES-WITH-1-USER-PERP;ZOHO-LIC-RMMCTRLENT-TEAM-PERP-PACK-50DEV1USR;Zoho;ManageEngine RMM Central Enterprise, 50 устройств и один специалист, вечная лицензия;LIC;RMMCTRLENT;TEAM;PERP;PACK;50DEV1USR
ME-RANSOMWARE-PROTECTION-PLUS-ENTERPRISE-10-SERVERS;ZOHO-LIC-RANSOMPROT-TEAM-1Y-PACK-10SRV;Zoho;ManageEngine Ransomware Protection Plus Enterprise, 10 серверов;LIC;RANSOMPROT;TEAM;1Y;PACK;10SRV
ME-RANSOMWARE-PROTECTION-PLUS-ENTERPRISE-10-SERVERS-PERP;ZOHO-LIC-RANSOMPROT-TEAM-PERP-PACK-10SRV;Zoho;ManageEngine Ransomware Protection Plus Enterprise, 10 серверов, вечная лицензия;LIC;RANSOMPROT;TEAM;PERP;PACK;10SRV
ME-REMOTE-ACCESS-PLUS-PROFESSIONAL-25-COMPUTERS-AND-5-USERS;ZOHO-LIC-REMOTEACCPRO-TEAM-1Y-PACK-25PC5USR;Zoho;ManageEngine Remote Access Plus Professional, 25 компьютеров и 5 специалистов поддержки;LIC;REMOTEACCPRO;TEAM;1Y;PACK;25PC5USR
ME-REMOTE-ACCESS-PLUS-PROFESSIONAL-25-COMPUTERS-AND-5-USERS-PERP;ZOHO-LIC-REMOTEACCPRO-TEAM-PERP-PACK-25PC5USR;Zoho;ManageEngine Remote Access Plus Professional, 25 компьютеров и 5 специалистов поддержки, вечная лицензия;LIC;REMOTEACCPRO;TEAM;PERP;PACK;25PC5USR
ME-REMOTE-ACCESS-PLUS-STANDARD-25-COMPUTERS-AND-5-USERS;ZOHO-LIC-REMOTEACCSTD-TEAM-1Y-PACK-25PC5USR;Zoho;ManageEngine Remote Access Plus Standard, 25 компьютеров и 5 специалистов поддержки;LIC;REMOTEACCSTD;TEAM;1Y;PACK;25PC5USR
