old_sku;new_sku;vendor;name;kind;product;plan;term;unit;variant
TEAMVIEWER-PREMIUM;TMVW-LIC-PREMIUM-TEAM-1Y-USER;TeamViewer;TeamViewer Premium;LIC;PREMIUM;TEAM;1Y;USER;
TEAMVIEWER-REMOTE-ACCESS;TMVW-LIC-REMOTEACCESS-UNI-1Y-USER;TeamViewer;TeamViewer Remote Access;LIC;REMOTEACCESS;UNI;1Y;USER;
TLSTR-SCREENFLOW;TLST-LIC-SCREENFLOW-UNI-PERP-USER-MAC;Telestream;Telestream ScreenFlow (Mac);LIC;SCREENFLOW;UNI;PERP;USER;MAC
TLSTR-VANTAGE;TLST-LIC-VANTAGE-TEAM-1Y-SRV;Telestream;Telestream Vantage (Enterprise);LIC;VANTAGE;TEAM;1Y;SRV;
TLSTR-WIRECAST-PRO;TLST-LIC-WIRECASTPRO-UNI-PERP-USER;Telestream;Telestream Wirecast Pro;LIC;WIRECASTPRO;UNI;PERP;USER;
TLSTR-WIRECAST-STUDIO;TLST-LIC-WIRECASTSTUD-UNI-PERP-USER;Telestream;Telestream Wirecast Studio;LIC;WIRECASTSTUD;UNI;PERP;USER;
TOONBOOM-HARMONY-ADVANCED;TOON-LIC-HARMONYADV-UNI-1Y-USER;Toon Boom;Toon Boom Harmony Advanced;LIC;HARMONYADV;UNI;1Y;USER;
TOONBOOM-HARMONY-PREMIUM;TOON-LIC-HARMONYPREM-UNI-1Y-USER;Toon Boom;Toon Boom Harmony Premium;LIC;HARMONYPREM;UNI;1Y;USER;
TOPAZ-GIGAPIXEL;TPZ-LIC-GIGAPIXEL-UNI-1Y-USER;Topaz Labs;Topaz Gigapixel (годовая);LIC;GIGAPIXEL;UNI;1Y;USER;
TOPAZ-PHOTO;TPZ-LIC-PHOTO-UNI-1Y-USER;Topaz Labs;Topaz Photo (годовая);LIC;PHOTO;UNI;1Y;USER;
TOPAZ-STUDIO;TPZ-LIC-STUDIO-UNI-1Y-USER;Topaz Labs;Topaz Studio (годовая, всё включено);LIC;STUDIO;UNI;1Y;USER;
TOPAZ-VIDEO;TPZ-LIC-VIDEO-UNI-1Y-USER;Topaz Labs;Topaz Video (годовая);LIC;VIDEO;UNI;1Y;USER;
UNITY-ENT;UNTY-LIC-ENTERPRISE-TEAM-1Y-USER;Unity;Unity Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
UNITY-PRO;UNTY-LIC-PRO-UNI-1Y-USER;Unity;Unity Pro;LIC;PRO;UNI;1Y;USER;
UE-REALITYSCAN;UE-LIC-REALITYSCAN-UNI-1Y-USER;Unreal Engine;RealityScan (RealityCapture);LIC;REALITYSCAN;UNI;1Y;USER;
UE-SUB;UE-LIC-UNREAL-UNI-1Y-USER;Unreal Engine;Unreal Subscription (за место);LIC;UNREAL;UNI;1Y;USER;
WINDSURF-PRO;WSRF-LIC-PRO-UNI-1Y-USER;Windsurf;Windsurf Pro;LIC;PRO;UNI;1Y;USER;
WINDSURF-TEAMS;WSRF-LIC-TEAMS-TEAM-1Y-USER;Windsurf;Windsurf Teams;LIC;TEAMS;TEAM;1Y;USER;
WNDR-FILMORA-PERP-WIN;WNDR-LIC-FILMORA-UNI-PERP-DEV-WIN;Wondershare;Wondershare Filmora (бессрочная, Windows);LIC;FILMORA;UNI;PERP;DEV;WIN
WNDR-FILMORA-ANNUAL;WNDR-LIC-FILMORA-UNI-1Y-DEV-WIN;Wondershare;Wondershare Filmora (годовая, Windows);LIC;FILMORA;UNI;1Y;DEV;WIN
WNDR-FILMORA-XPLAT;WNDR-LIC-FILMORA-UNI-1Y-DEV-XPLAT;Wondershare;Wondershare Filmora Cross-Platform;LIC;FILMORA;UNI;1Y;DEV;XPLAT
WNDR-FILMORA-TEAM;WNDR-LIC-FILMORA-TEAM-1Y-USER;Wondershare;Wondershare Filmora Team;LIC;FILMORA;TEAM;1Y;USER;
WORDPRESS-BUSINESS;WPC-LIC-BUSINESS-UNI-1Y-ORG;WordPress.com;WordPress.com Business (первая покупка);LIC;BUSINESS;UNI;1Y;ORG;
WORDPRESS-BUSINESS-RENEWAL;WPC-LIC-BUSINESS-UNI-1Y-ORG-RENEWAL;WordPress.com;WordPress.com Business (продление);LIC;BUSINESS;UNI;1Y;ORG;RENEWAL
WORDPRESS-COMMERCE;WPC-LIC-COMMERCE-UNI-1Y-ORG;WordPress.com;WordPress.com Commerce (первая покупка);LIC;COMMERCE;UNI;1Y;ORG;
WORDPRESS-COMMERCE-RENEWAL;WPC-LIC-COMMERCE-UNI-1Y-ORG-RENEWAL;WordPress.com;WordPress.com Commerce (продление);LIC;COMMERCE;UNI;1Y;ORG;RENEWAL
ZEPLIN-ADVANCED;ZPLN-LIC-ADVANCED-UNI-1Y-USER;Zeplin;Zeplin Advanced;LIC;ADVANCED;UNI;1Y;USER;
ZEPLIN-ENT;ZPLN-LIC-ENTERPRISE-TEAM-1Y-USER;Zeplin;Zeplin Enterprise;LIC;ENTERPRISE;TEAM;1Y;USER;
ME-ADAUDIT-PLUS-PROFESSIONAL-2-DOMAIN-CONTROLLERS;ZOHO-LIC-ADAUDITPRO-TEAM-1Y-PACK-2DC;Zoho;ManageEngine ADAudit Plus Professional, 2 контроллера домена;LIC;ADAUDITPRO;TEAM;1Y;PACK;2DC
ME-ADAUDIT-PLUS-PROFESSIONAL-2-DOMAIN-CONTROLLERS-PERP;ZOHO-LIC-ADAUDITPRO-TEAM-PERP-PACK-2DC;Zoho;ManageEngine ADAudit Plus Professional, 2 контроллера домена, вечная лицензия;LIC;ADAUDITPRO;TEAM;PERP;PACK;2DC
ME-ADAUDIT-PLUS-STANDARD-2-DOMAIN-CONTROLLERS;ZOHO-LIC-ADAUDITSTD-TEAM-1Y-PACK-2DC;Zoho;ManageEngine ADAudit Plus Standard, 2 контроллера домена;LIC;ADAUDITSTD;TEAM;1Y;PACK;2DC
ME-ADAUDIT-PLUS-STANDARD-2-DOMAIN-CONTROLLERS-PERP;ZOHO-LIC-ADAUDITSTD-TEAM-PERP-PACK-2DC;Zoho;ManageEngine ADAudit Plus Standard, 2 контроллера домена, вечная лицензия;LIC;ADAUDITSTD;TEAM;PERP;PACK;2DC
ME-ADMANAGER-PLUS-MSP-HELPDESK-TECHNICIANS-1-HELPDESK-TECHNICIANS;ZOHO-LIC-ADMGRMSPHD-TEAM-1Y-PACK-1TECH;Zoho;ManageEngine ADManager Plus MSP, один домен клиента, 1 техник службы поддержки;LIC;ADMGRMSPHD;TEAM;1Y;PACK;1TECH
ME-ADMANAGER-PLUS-MSP-HELPDESK-TECHNICIANS-1-HELPDESK-TECHNICIANS-PERP;ZOHO-LIC-ADMGRMSPHD-TEAM-PERP-PACK-1TECH;Zoho;ManageEngine ADManager Plus MSP, один домен клиента, 1 техник службы поддержки, вечная лицензия;LIC;ADMGRMSPHD;TEAM;PERP;PACK;1TECH
ME-ADMANAGER-PLUS-MSP-500-DOMAIN-USERS;ZOHO-LIC-ADMGRMSP-TEAM-1Y-PACK-500USR;Zoho;ManageEngine ADManager Plus MSP, один домен клиента, 500 доменных пользователей;LIC;ADMGRMSP;TEAM;1Y;PACK;500USR
ME-ADMANAGER-PLUS-MSP-500-DOMAIN-USERS-PERP;ZOHO-LIC-ADMGRMSP-TEAM-PERP-PACK-500USR;Zoho;ManageEngine ADManager Plus MSP, один домен клиента, 500 доменных пользователей, вечная лицензия;LIC;ADMGRMSP;TEAM;PERP;PACK;500USR
ME-ADMANAGER-PLUS-MSP-ACTIVE-DIRECTORY-BACKUP-AN-250-USER-OBJECTS;ZOHO-LIC-ADMGRMSPBKP-TEAM-1Y-PACK-250OBJ;Zoho;ManageEngine ADManager Plus MSP, один домен клиента, AD Backup на 250 объектов;LIC;ADMGRMSPBKP;TEAM;1Y;PACK;250OBJ
ME-ADMANAGER-PLUS-MSP-ACTIVE-DIRECTORY-BACKUP-AN-250-USER-OBJECTS-PERP;ZOHO-LIC-ADMGRMSPBKP-TEAM-PERP-PACK-250OBJ;Zoho;ManageEngine ADManager Plus MSP, один домен клиента, AD Backup на 250 объектов, вечная лицензия;LIC;ADMGRMSPBKP;TEAM;PERP;PACK;250OBJ
ME-ADMANAGER-PLUS-PROFESSIONAL-1-DOMAIN;ZOHO-LIC-ADMGRPRO-TEAM-1Y-PACK-1DOM;Zoho;ManageEngine ADManager Plus Professional, 1 домен;LIC;ADMGRPRO;TEAM;1Y;PACK;1DOM
ME-ADMANAGER-PLUS-PROFESSIONAL-1-DOMAIN-PERP;ZOHO-LIC-ADMGRPRO-TEAM-PERP-PACK-1DOM;Zoho;ManageEngine ADManager Plus Professional, 1 домен, вечная лицензия;LIC;ADMGRPRO;TEAM;PERP;PACK;1DOM
ME-ADMANAGER-PLUS-STANDARD-1-DOMAIN-WITH-2-HELP-DESK-TECHNICIANS;ZOHO-LIC-ADMGRSTD-TEAM-1Y-PACK-1DOM2TECH;Zoho;ManageEngine ADManager Plus Standard, 1 домен;LIC;ADMGRSTD;TEAM;1Y;PACK;1DOM2TECH
ME-ADMANAGER-PLUS-STANDARD-1-DOMAIN-WITH-2-HELP-DESK-TECHNICIANS-PERP;ZOHO-LIC-ADMGRSTD-TEAM-PERP-PACK-1DOM2TECH;Zoho;ManageEngine ADManager Plus Standard, 1 домен, вечная лицензия;LIC;ADMGRSTD;TEAM;PERP;PACK;1DOM2TECH
ME-ACCESS-MANAGER-PLUS-STANDARD-5-USERS-AND-UNLIMITED-CONNECTIONS;ZOHO-LIC-AMPSTD-TEAM-1Y-PACK-5USRUNL;Zoho;ManageEngine Access Manager Plus Standard, 5 пользователей с неограниченным числом подключений;LIC;AMPSTD;TEAM;1Y;PACK;5USRUNL
ME-ACCESS-MANAGER-PLUS-STANDARD-5-USERS-AND-UNLIMITED-CONNECTIONS-PERP;ZOHO-LIC-AMPSTD-TEAM-PERP-PACK-5USRUNL;Zoho;ManageEngine Access Manager Plus Standard, 5 пользователей с неограниченным числом подключений, вечная лицензия;LIC;AMPSTD;TEAM;PERP;PACK;5USRUNL
ME-ANALYTICS-PLUS-PROFESSIONAL-5-CONCURRENT-GUESTS-PACK;ZOHO-LIC-ANALYTICSPRO-TEAM-1Y-PACK-5GUEST;Zoho;ManageEngine Analytics Plus Professional, 5 пакетов одновременных читателей;LIC;ANALYTICSPRO;TEAM;1Y;PACK;5GUEST
ME-ANALYTICS-PLUS-PROFESSIONAL-5-CONCURRENT-GUESTS-PACK-PERP;ZOHO-LIC-ANALYTICSPRO-TEAM-PERP-PACK-5GUEST;Zoho;ManageEngine Analytics Plus Professional, 5 пакетов одновременных читателей, вечная лицензия;LIC;ANALYTICSPRO;TEAM;PERP;PACK;5GUEST
ME-ANALYTICS-PLUS-STANDARD-5-CONCURRENT-GUESTS-PACK;ZOHO-LIC-ANALYTICSSTD-TEAM-1Y-PACK-5GUEST;Zoho;ManageEngine Analytics Plus Standard, 5 пакетов одновременных читателей;LIC;ANALYTICSSTD;TEAM;1Y;PACK;5GUEST
ME-ANALYTICS-PLUS-STANDARD-5-CONCURRENT-GUESTS-PACK-PERP;ZOHO-LIC-ANALYTICSSTD-TEAM-PERP-PACK-5GUEST;Zoho;ManageEngine Analytics Plus Standard, 5 пакетов одновременных читателей, вечная лицензия;LIC;ANALYTICSSTD;TEAM;PERP;PACK;5GUEST
ME-APPCREATOR-MANAGEENGINE-ESSENTIALS-BASE-PACK;ZOHO-LIC-APPCREATOR-TEAM-1Y-PACK;Zoho;ManageEngine AppCreator, базовый пакет: 2 разработчика и 10 пользователей;LIC;APPCREATOR;TEAM;1Y;PACK;
ME-APPLICATION-CONTROL-PLUS-PROFESSIONAL-100-WORKSTATIONS;ZOHO-LIC-APPCTRLPRO-TEAM-1Y-PACK-100WS;Zoho;ManageEngine Application Control Plus Professional, 100 рабочих мест;LIC;APPCTRLPRO;TEAM;1Y;PACK;100WS
ME-APPLICATION-CONTROL-PLUS-PROFESSIONAL-100-WORKSTATIONS-PERP;ZOHO-LIC-APPCTRLPRO-TEAM-PERP-PACK-100WS;Zoho;ManageEngine Application Control Plus Professional, 100 рабочих мест, вечная лицензия;LIC;APPCTRLPRO;TEAM;PERP;PACK;100WS
ME-APPLICATIONS-MANAGER-ENTERPRISE-100-MONITORS-WITH-1-USER;ZOHO-LIC-APPMGRENT-TEAM-1Y-PACK-100MON1USR;Zoho;ManageEngine Applications Manager Enterprise, 10 наблюдаемых компонентов и один пользователь;LIC;APPMGRENT;TEAM;1Y;PACK;100MON1USR
ME-APPLICATIONS-MANAGER-ENTERPRISE-100-MONITORS-WITH-1-USER-PERP;ZOHO-LIC-APPMGRENT-TEAM-PERP-PACK-100MON1USR;Zoho;ManageEngine Applications Manager Enterprise, 10 наблюдаемых компонентов и один пользователь, вечная лицензия;LIC;APPMGRENT;TEAM;PERP;PACK;100MON1USR
ME-APPLICATIONS-MANAGER-PROFESSIONAL-10-MONITORS-WITH-1-USER;ZOHO-LIC-APPMGRPRO-TEAM-1Y-PACK-10MON1USR;Zoho;ManageEngine Applications Manager Professional, 10 наблюдаемых компонентов и один пользователь;LIC;APPMGRPRO;TEAM;1Y;PACK;10MON1USR
ME-APPLICATIONS-MANAGER-PROFESSIONAL-10-MONITORS-WITH-1-USER-PERP;ZOHO-LIC-APPMGRPRO-TEAM-PERP-PACK-10MON1USR;Zoho;ManageEngine Applications Manager Professional, 10 наблюдаемых компонентов и один пользователь, вечная лицензия;LIC;APPMGRPRO;TEAM;PERP;PACK;10MON1USR
ME-ASSETEXPLORER-250-IT-ASSETS;ZOHO-LIC-ASSETEXPL-TEAM-1Y-PACK-250AST;Zoho;ManageEngine AssetExplorer, 250 ИТ-активов;LIC;ASSETEXPL;TEAM;1Y;PACK;250AST
ME-BROWSER-SECURITY-PLUS-PROFESSIONAL-50-COMPUTERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-BROWSERSEC-TEAM-1Y-PACK-50PC1USR;Zoho;ManageEngine Browser Security Plus Professional, 50 компьютеров и одно рабочее место администратора;LIC;BROWSERSEC;TEAM;1Y;PACK;50PC1USR
ME-BROWSER-SECURITY-PLUS-PROFESSIONAL-50-COMPUTERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-BROWSERSEC-TEAM-PERP-PACK-50PC1USR;Zoho;ManageEngine Browser Security Plus Professional, 50 компьютеров и одно рабочее место администратора, вечная лицензия;LIC;BROWSERSEC;TEAM;PERP;PACK;50PC1USR
ME-CLOUD-SECURITY-PLUS-1-CLOUD-ACCOUNT;ZOHO-LIC-CLOUDSEC-TEAM-1Y-PACK-1ACC;Zoho;ManageEngine Cloud Security Plus, 1 облачная учётная запись;LIC;CLOUDSEC;TEAM;1Y;PACK;1ACC
ME-CLOUD-SECURITY-PLUS-1-CLOUD-ACCOUNT-PERP;ZOHO-LIC-CLOUDSEC-TEAM-PERP-PACK-1ACC;Zoho;ManageEngine Cloud Security Plus, 1 облачная учётная запись, вечная лицензия;LIC;CLOUDSEC;TEAM;PERP;PACK;1ACC
ME-DDI-CENTRAL-ENTERPRISE-5-DNS-CLUSTERS-5-DHCP-CLUSTERS-5-NTP-SERVERS;ZOHO-LIC-DDIENT-TEAM-1Y-PACK-5DNS;Zoho;ManageEngine DDI Central Enterprise, 5 кластеров DNS;LIC;DDIENT;TEAM;1Y;PACK;5DNS
ME-DDI-CENTRAL-ENTERPRISE-5-DNS-CLUSTERS-5-DHCP-CLUSTERS-5-NTP-SERVERS-PERP;ZOHO-LIC-DDIENT-TEAM-PERP-PACK-5DNS;Zoho;ManageEngine DDI Central Enterprise, 5 кластеров DNS, вечная лицензия;LIC;DDIENT;TEAM;PERP;PACK;5DNS
ME-DDI-CENTRAL-PROFESSIONAL-2-DNS-CLUSTERS-2-DHCP-CLUSTERS-3-NTP-SERVERS;ZOHO-LIC-DDIPRO-TEAM-1Y-PACK-2DNS;Zoho;ManageEngine DDI Central Professional, 2 кластера DNS;LIC;DDIPRO;TEAM;1Y;PACK;2DNS
ME-DDI-CENTRAL-PROFESSIONAL-2-DNS-CLUSTERS-2-DHCP-CLUSTERS-3-NTP-SERVERS-PERP;ZOHO-LIC-DDIPRO-TEAM-PERP-PACK-2DNS;Zoho;ManageEngine DDI Central Professional, 2 кластера DNS, вечная лицензия;LIC;DDIPRO;TEAM;PERP;PACK;2DNS
ME-DATASECURITY-PLUS-PROFESSIONAL-DATA-LEAK-PREVENTION-100-WORKSTATIONS;ZOHO-LIC-DATASECDLP-TEAM-1Y-PACK-100WS;Zoho;ManageEngine DataSecurity Plus Professional, 100 рабочих мест;LIC;DATASECDLP;TEAM;1Y;PACK;100WS
ME-DATASECURITY-PLUS-PROFESSIONAL-DATA-LEAK-PREVENTION-100-WORKSTATIONS-PERP;ZOHO-LIC-DATASECDLP-TEAM-PERP-PACK-100WS;Zoho;ManageEngine DataSecurity Plus Professional, 100 рабочих мест, вечная лицензия;LIC;DATASECDLP;TEAM;PERP;PACK;100WS
ME-DATASECURITY-PLUS-PROFESSIONAL-FILE-SERVER-AUDITING-2-FILE-SERVERS;ZOHO-LIC-DATASECFSA-TEAM-1Y-PACK-2FS;Zoho;ManageEngine DataSecurity Plus Professional, 2 файловых сервера;LIC;DATASECFSA;TEAM;1Y;PACK;2FS
ME-DATASECURITY-PLUS-PROFESSIONAL-FILE-SERVER-AUDITING-2-FILE-SERVERS-PERP;ZOHO-LIC-DATASECFSA-TEAM-PERP-PACK-2FS;Zoho;ManageEngine DataSecurity Plus Professional, 2 файловых сервера, вечная лицензия;LIC;DATASECFSA;TEAM;PERP;PACK;2FS
ME-DATASECURITY-PLUS-PROFESSIONAL-DATA-RISK-ASSESSMENT-2-TB;ZOHO-LIC-DATASECDRA-TEAM-1Y-PACK-2TB;Zoho;ManageEngine DataSecurity Plus Professional, Data Risk Assessment, 2 терабайта;LIC;DATASECDRA;TEAM;1Y;PACK;2TB
ME-DATASECURITY-PLUS-PROFESSIONAL-DATA-RISK-ASSESSMENT-2-TB-PERP;ZOHO-LIC-DATASECDRA-TEAM-PERP-PACK-2TB;Zoho;ManageEngine DataSecurity Plus Professional, Data Risk Assessment, 2 терабайта, вечная лицензия;LIC;DATASECDRA;TEAM;PERP;PACK;2TB
ME-DATASECURITY-PLUS-PROFESSIONAL-FILEANALYSIS-2-TB;ZOHO-LIC-DATASECFA-TEAM-1Y-PACK-2TB;Zoho;ManageEngine DataSecurity Plus Professional, File Analysis, 2 терабайта;LIC;DATASECFA;TEAM;1Y;PACK;2TB
ME-DATASECURITY-PLUS-PROFESSIONAL-FILEANALYSIS-2-TB-PERP;ZOHO-LIC-DATASECFA-TEAM-PERP-PACK-2TB;Zoho;ManageEngine DataSecurity Plus Professional, File Analysis, 2 терабайта, вечная лицензия;LIC;DATASECFA;TEAM;PERP;PACK;2TB
ME-DATASECURITY-PLUS-PROFESSIONAL-NAS-SERVER-1-NETAPP-NUTANIX-FILE-SERVER;ZOHO-LIC-DATASECNAS-TEAM-1Y-PACK-1NAS;Zoho;ManageEngine DataSecurity Plus Professional, один файловый сервер;LIC;DATASECNAS;TEAM;1Y;PACK;1NAS
ME-DATASECURITY-PLUS-PROFESSIONAL-NAS-SERVER-1-NETAPP-NUTANIX-FILE-SERVER-PERP;ZOHO-LIC-DATASECNAS-TEAM-PERP-PACK-1NAS;Zoho;ManageEngine DataSecurity Plus Professional, один файловый сервер, вечная лицензия;LIC;DATASECNAS;TEAM;PERP;PACK;1NAS
ME-DEVICE-CONTROL-PLUS-PROFESSIONAL-100-COMPUTERS;ZOHO-LIC-DEVCTRLPRO-TEAM-1Y-PACK-100PC;Zoho;ManageEngine Device Control Plus Professional, 100 компьютеров;LIC;DEVCTRLPRO;TEAM;1Y;PACK;100PC
ME-DEVICE-CONTROL-PLUS-PROFESSIONAL-100-COMPUTERS-PERP;ZOHO-LIC-DEVCTRLPRO-TEAM-PERP-PACK-100PC;Zoho;ManageEngine Device Control Plus Professional, 100 компьютеров, вечная лицензия;LIC;DEVCTRLPRO;TEAM;PERP;PACK;100PC
ME-ENDPOINT-CENTRAL-ENTERPRISE-DISTRIBUTED-ENTERPRISE-10-SERVERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-ENDPTCTRLENT-TEAM-1Y-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central Enterprise(Distributed), 10 серверов и одно рабочее место администратора;LIC;ENDPTCTRLENT;TEAM;1Y;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-ENTERPRISE-DISTRIBUTED-ENTERPRISE-10-SERVERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-ENDPTCTRLENT-TEAM-PERP-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central Enterprise(Distributed), 10 серверов и одно рабочее место администратора, вечная лицензия;LIC;ENDPTCTRLENT;TEAM;PERP;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-MSP-50-ENDPOINTS-AND-1-TECHNICIAN;ZOHO-LIC-ENDPTCTRLMSP-TEAM-1Y-PACK-50EP1TECH;Zoho;ManageEngine Endpoint Central MSP, 50 рабочих мест и один специалист;LIC;ENDPTCTRLMSP;TEAM;1Y;PACK;50EP1TECH
ME-ENDPOINT-CENTRAL-PROFESSIONAL-10-SERVERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-ENDPTCTRLPRO-TEAM-1Y-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central Professional, 10 серверов и одно рабочее место администратора;LIC;ENDPTCTRLPRO;TEAM;1Y;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-PROFESSIONAL-10-SERVERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-ENDPTCTRLPRO-TEAM-PERP-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central Professional, 10 серверов и одно рабочее место администратора, вечная лицензия;LIC;ENDPTCTRLPRO;TEAM;PERP;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-SECURITY-10-SERVERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-ENDPTCTRLSEC-TEAM-1Y-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central Security, 10 серверов и одно рабочее место администратора;LIC;ENDPTCTRLSEC;TEAM;1Y;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-SECURITY-10-SERVERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-ENDPTCTRLSEC-TEAM-PERP-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central Security, 10 серверов и одно рабочее место администратора, вечная лицензия;LIC;ENDPTCTRLSEC;TEAM;PERP;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-UEM-10-SERVERS-AND-SINGLE-USER-LICENSE;ZOHO-LIC-ENDPTCTRLUEM-TEAM-1Y-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central UEM, 10 серверов и одно рабочее место администратора;LIC;ENDPTCTRLUEM;TEAM;1Y;PACK;10SRV1USR
ME-ENDPOINT-CENTRAL-UEM-10-SERVERS-AND-SINGLE-USER-LICENSE-PERP;ZOHO-LIC-ENDPTCTRLUEM-TEAM-PERP-PACK-10SRV1USR;Zoho;ManageEngine Endpoint Central UEM, 10 серверов и одно рабочее место администратора, вечная лицензия;LIC;ENDPTCTRLUEM;TEAM;PERP;PACK;10SRV1USR
ME-ENDPOINT-DLP-PLUS-PROFESSIONAL-100-WORKSTATIONS;ZOHO-LIC-ENDPTDLPPRO-TEAM-1Y-PACK-100WS;Zoho;ManageEngine Endpoint DLP Plus Professional, 100 рабочих мест;LIC;ENDPTDLPPRO;TEAM;1Y;PACK;100WS
ME-ENDPOINT-DLP-PLUS-PROFESSIONAL-100-WORKSTATIONS-PERP;ZOHO-LIC-ENDPTDLPPRO-TEAM-PERP-PACK-100WS;Zoho;ManageEngine Endpoint DLP Plus Professional, 100 рабочих мест, вечная лицензия;LIC;ENDPTDLPPRO;TEAM;PERP;PACK;100WS
ME-EXCHANGE-REPORTER-PLUS-PROFESSIONAL-100-MAILBOXES;ZOHO-LIC-EXCHREPPRO-TEAM-1Y-PACK-100MBX;Zoho;ManageEngine Exchange Reporter Plus Professional, 100 почтовых ящиков;LIC;EXCHREPPRO;TEAM;1Y;PACK;100MBX
ME-EXCHANGE-REPORTER-PLUS-PROFESSIONAL-100-MAILBOXES-PERP;ZOHO-LIC-EXCHREPPRO-TEAM-PERP-PACK-100MBX;Zoho;ManageEngine Exchange Reporter Plus Professional, 100 почтовых ящиков, вечная лицензия;LIC;EXCHREPPRO;TEAM;PERP;PACK;100MBX
ME-EXCHANGE-REPORTER-PLUS-STANDARD-100-MAILBOXES;ZOHO-LIC-EXCHREPSTD-TEAM-1Y-PACK-100MBX;Zoho;ManageEngine Exchange Reporter Plus Standard, 100 почтовых ящиков;LIC;EXCHREPSTD;TEAM;1Y;PACK;100MBX
ME-EXCHANGE-REPORTER-PLUS-STANDARD-100-MAILBOXES-PERP;ZOHO-LIC-EXCHREPSTD-TEAM-PERP-PACK-100MBX;Zoho;ManageEngine Exchange Reporter Plus Standard, 100 почтовых ящиков, вечная лицензия;LIC;EXCHREPSTD;TEAM;PERP;PACK;100MBX
ME-FILEANALYSIS-PROFESSIONAL-2-TB;ZOHO-LIC-FILEANALPRO-TEAM-1Y-PACK-2TB;Zoho;ManageEngine FileAnalysis Professional, 2 терабайта;LIC;FILEANALPRO;TEAM;1Y;PACK;2TB
ME-FILEANALYSIS-PROFESSIONAL-2-TB-PERP;ZOHO-LIC-FILEANALPRO-TEAM-PERP-PACK-2TB;Zoho;ManageEngine FileAnalysis Professional, 2 терабайта, вечная лицензия;LIC;FILEANALPRO;TEAM;PERP;PACK;2TB
ME-FIREWALL-ANALYZER-ENTERPRISE-20-DEVICES-PACK-WITH-2-USERS;ZOHO-LIC-FWANALYZENT-TEAM-1Y-PACK-20DEV2USR;Zoho;ManageEngine Firewall Analyzer Enterprise, 1 устройство и 2 пользователя;LIC;FWANALYZENT;TEAM;1Y;PACK;20DEV2USR
ME-FIREWALL-ANALYZER-ENTERPRISE-20-DEVICES-PACK-WITH-2-USERS-PERP;ZOHO-LIC-FWANALYZENT-TEAM-PERP-PACK-20DEV2USR;Zoho;ManageEngine Firewall Analyzer Enterprise, 1 устройство и 2 пользователя, вечная лицензия;LIC;FWANALYZENT;TEAM;PERP;PACK;20DEV2USR
ME-FIREWALL-ANALYZER-PROFESSIONAL-1-DEVICE-PACK-WITH-2-USERS;ZOHO-LIC-FWANALYZPRO-TEAM-1Y-PACK-1DEV2USR;Zoho;ManageEngine Firewall Analyzer Professional, 1 устройство и 2 пользователя;LIC;FWANALYZPRO;TEAM;1Y;PACK;1DEV2USR
ME-FIREWALL-ANALYZER-PROFESSIONAL-1-DEVICE-PACK-WITH-2-USERS-PERP;ZOHO-LIC-FWANALYZPRO-TEAM-PERP-PACK-1DEV2USR;Zoho;ManageEngine Firewall Analyzer Professional, 1 устройство и 2 пользователя, вечная лицензия;LIC;FWANALYZPRO;TEAM;PERP;PACK;1DEV2USR
ME-FIREWALL-ANALYZER-STANDARD-1-DEVICE-PACK-WITH-2-USERS;ZOHO-LIC-FWANALYZSTD-TEAM-1Y-PACK-1DEV2USR;Zoho;ManageEngine Firewall Analyzer Standard, 1 устройство и 2 пользователя;LIC;FWANALYZSTD;TEAM;1Y;PACK;1DEV2USR
ME-FIREWALL-ANALYZER-STANDARD-1-DEVICE-PACK-WITH-2-USERS-PERP;ZOHO-LIC-FWANALYZSTD-TEAM-PERP-PACK-1DEV2USR;Zoho;ManageEngine Firewall Analyzer Standard, 1 устройство и 2 пользователя, вечная лицензия;LIC;FWANALYZSTD;TEAM;PERP;PACK;1DEV2USR
